"        Estimate","(X)","","6.0%","4.6%","4.2%","5.4%","7.7%","12.1%","11.4%","8.5%","6.1%","5.2%","5.0%","4.7%","5.2%","4.3%","3.3%","2.5%","1.7%","2.0%","","8.8%","2.1%","16.9%","11.0%","51.3%","84.6%","83.1%","78.2%","19.0%","17.0%","13.7%","6.1%","","(X)","(X)","(X)","(X)","(X)","","(X)","(X)"
"Florida","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","21,216,924","","1,133,390","1,133,024","1,221,553","1,209,024","1,264,607","1,410,790","1,355,701","1,303,984","1,263,774","1,336,668","1,397,101","1,467,493","1,371,903","1,296,374","1,097,330","826,093","549,971","578,144","","2,354,577","726,477","4,214,444","1,747,154","7,807,880","17,486,583","17,002,480","16,262,271","5,719,815","5,148,235","4,347,912","1,954,208","","42.2","95.7","67.7","34.4","33.3","","(X)","(X)"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","(X)","","5.3%","5.3%","5.8%","5.7%","6.0%","6.6%","6.4%","6.1%","6.0%","6.3%","6.6%","6.9%","6.5%","6.1%","5.2%","3.9%","2.6%","2.7%","","11.1%","3.4%","19.9%","8.2%","36.8%","82.4%","80.1%","76.6%","27.0%","24.3%","20.5%","9.2%","","(X)","(X)","(X)","(X)","(X)","","0.1%","2.4%"
"    Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","10,374,594","","578,848","577,895","624,383","619,298","646,059","718,705","685,800","648,717","626,767","658,293","683,667","698,670","646,175","599,193","506,423","385,828","243,114","226,759","","1,202,278","370,669","2,151,795","894,688","3,945,346","8,470,107","8,222,799","7,843,396","2,607,492","2,334,926","1,961,317","855,701","","40.6","(X)","(X)","(X)","(X)","","(X)","(X)"
"    Percent Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","(X)","","5.6%","5.6%","6.0%","6.0%","6.2%","6.9%","6.6%","6.3%","6.0%","6.3%","6.6%","6.7%","6.2%","5.8%","4.9%","3.7%","2.3%","2.2%","","11.6%","3.6%","20.7%","8.6%","38.0%","81.6%","79.3%","75.6%","25.1%","22.5%","18.9%","8.2%","","(X)","(X)","(X)","(X)","(X)","","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","10,842,330","","554,542","555,129","597,170","589,726","618,548","692,085","669,901","655,267","637,007","678,375","713,434","768,823","725,728","697,181","590,907","440,265","306,857","351,385","","1,152,299","355,808","2,062,649","852,466","3,862,534","9,016,476","8,779,681","8,418,875","3,112,323","2,813,309","2,386,595","1,098,507","","43.8","(X)","(X)","(X)","(X)","","(X)","(X)"
"    Percent Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","(X)","","5.1%","5.1%","5.5%","5.4%","5.7%","6.4%","6.2%","6.0%","5.9%","6.3%","6.6%","7.1%","6.7%","6.4%","5.5%","4.1%","2.8%","3.2%","","10.6%","3.3%","19.0%","7.9%","35.6%","83.2%","81.0%","77.6%","28.7%","25.9%","22.0%","10.1%","","(X)","(X)","(X)","(X)","(X)","","(X)","(X)"
"Georgia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","10,516,579","","652,085","682,719","734,671","735,465","715,214","754,957","708,753","707,148","677,066","708,864","695,273","679,398","605,605","509,703","388,897","257,396","156,140","147,225","","1,417,390","435,839","2,505,314","1,014,840","4,298,603","8,296,817","8,011,265","7,560,330","2,064,966","1,807,951","1,459,361","560,761","","36.9","94.7","60.5","22.3","38.2","","(X)","(X)"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","(X)","","6.2%","6.5%","7.0%","7.0%","6.8%","7.2%","6.7%","6.7%","6.4%","6.7%","6.6%","6.5%","5.8%","4.8%","3.7%","2.4%","1.5%","1.4%","","13.5%","4.1%","23.8%","9.6%","40.9%","78.9%","76.2%","71.9%","19.6%","17.2%","13.9%","5.3%","","(X)","(X)","(X)","(X)","(X)","","0.1%","2.1%"
"    Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","5,113,936","","332,899","347,193","374,740","373,880","365,802","377,040","346,993","340,070","329,163","343,311","337,736","326,550","283,662","233,255","174,905","114,003","62,966","49,768","","721,933","221,591","1,276,423","518,091","2,132,948","3,982,963","3,837,513","3,608,061","918,559","795,906","634,897","226,737","","35.5","(X)","(X)","(X)","(X)","","(X)","(X)"
"    Percent Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","(X)","","6.5%","6.8%","7.3%","7.3%","7.2%","7.4%","6.8%","6.6%","6.4%","6.7%","6.6%","6.4%","5.5%","4.6%","3.4%","2.2%","1.2%","1.0%","","14.1%","4.3%","25.0%","10.1%","41.7%","77.9%","75.0%","70.6%","18.0%","15.6%","12.4%","4.4%","","(X)","(X)","(X)","(X)","(X)","","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","5,402,643","","319,186","335,526","359,931","361,585","349,412","377,917","361,760","367,078","347,903","365,553","357,537","352,848","321,943","276,448","213,992","143,393","93,174","97,457","","695,457","214,248","1,228,891","496,749","2,165,655","4,313,854","4,173,752","3,952,269","1,146,407","1,012,045","824,464","334,024","","38.2","(X)","(X)","(X)","(X)","","(X)","(X)"
"    Percent Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","(X)","","5.9%","6.2%","6.7%","6.7%","6.5%","7.0%","6.7%","6.8%","6.4%","6.8%","6.6%","6.5%","6.0%","5.1%","4.0%","2.7%","1.7%","1.8%","","12.9%","4.0%","22.7%","9.2%","40.1%","79.8%","77.3%","73.2%","21.2%","18.7%","15.3%","6.2%","","(X)","(X)","(X)","(X)","(X)","","(X)","(X)"
"Hawaii","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,420,074","","88,179","84,349","83,438","76,036","91,649","103,408","99,310","94,153","85,949","85,282","86,101","90,656","90,357","85,461","62,589","42,927","29,901","40,329","","167,787","46,281","302,247","121,404","550,505","1,148,836","1,117,827","1,072,422","351,564","314,169","261,207","113,157","","39.4","100.6","65.8","30.5","35.3","","(X)","(X)"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","(X)","","6.2%","5.9%","5.9%","5.4%","6.5%","7.3%","7.0%","6.6%","6.1%","6.0%","6.1%","6.4%","6.4%","6.0%","4.4%","3.0%","2.1%","2.8%","","11.8%","3.3%","21.3%","8.5%","38.8%","80.9%","78.7%","75.5%","24.8%","22.1%","18.4%","8.0%","","(X)","(X)","(X)","(X)","(X)","","0.1%","2.7%"
"    Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","712,250","","45,684","43,219","43,071","39,149","50,862","54,771","51,120","47,728","43,769","42,801","42,767","45,025","43,874","40,939","30,551","20,200","12,428","14,292","","86,290","23,680","155,654","66,331","287,399","572,750","556,596","531,816","162,284","143,779","118,410","46,920","","37.9","(X)","(X)","(X)","(X)","","(X)","(X)"
"    Percent Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","(X)","","6.4%","6.1%","6.0%","5.5%","7.1%","7.7%","7.2%","6.7%","6.1%","6.0%","6.0%","6.3%","6.2%","5.7%","4.3%","2.8%","1.7%","2.0%","","12.1%","3.3%","21.9%","9.3%","40.4%","80.4%","78.1%","74.7%","22.8%","20.2%","16.6%","6.6%","","(X)","(X)","(X)","(X)","(X)","","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","707,824","","42,495","41,130","40,367","36,887","40,787","48,637","48,190","46,425","42,180","42,481","43,334","45,631","46,483","44,522","32,038","22,727","17,473","26,037","","81,497","22,601","146,593","55,073","263,106","576,086","561,231","540,606","189,280","170,390","142,797","66,237","","41.0","(X)","(X)","(X)","(X)","","(X)","(X)"
"    Percent Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","(X)","","6.0%","5.8%","5.7%","5.2%","5.8%","6.9%","6.8%","6.6%","6.0%","6.0%","6.1%","6.4%","6.6%","6.3%","4.5%","3.2%","2.5%","3.7%","","11.5%","3.2%","20.7%","7.8%","37.2%","81.4%","79.3%","76.4%","26.7%","24.1%","20.2%","9.4%","","(X)","(X)","(X)","(X)","(X)","","(X)","(X)"
"Idaho","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,754,367","","114,332","123,732","129,697","124,202","117,060","117,033","112,615","116,739","105,107","101,652","99,657","108,611","106,186","96,201","72,376","49,117","31,117","28,933","","253,429","76,837","444,598","164,425","692,756","1,360,062","1,309,769","1,238,301","383,930","340,561","277,744","109,167","","36.6","100.6","70.0","26.9","43.1","","(X)","(X)"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","(X)","","6.5%","7.1%","7.4%","7.1%","6.7%","6.7%","6.4%","6.7%","6.0%","5.8%","5.7%","6.2%","6.1%","5.5%","4.1%","2.8%","1.8%","1.6%","","14.4%","4.4%","25.3%","9.4%","39.5%","77.5%","74.7%","70.6%","21.9%","19.4%","15.8%","6.2%","","(X)","(X)","(X)","(X)","(X)","","0.1%","1.4%"
"    Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","879,763","","58,510","62,981","67,028","63,577","60,985","60,113","56,531","59,079","53,122","51,615","49,933","53,709","51,322","46,756","35,469","22,995","14,887","11,151","","130,009","39,434","227,953","85,128","353,407","677,518","651,810","615,483","182,580","161,731","131,258","49,033","","35.9","(X)","(X)","(X)","(X)","","(X)","(X)"
"    Percent Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","(X)","","6.7%","7.2%","7.6%","7.2%","6.9%","6.8%","6.4%","6.7%","6.0%","5.9%","5.7%","6.1%","5.8%","5.3%","4.0%","2.6%","1.7%","1.3%","","14.8%","4.5%","25.9%","9.7%","40.2%","77.0%","74.1%","70.0%","20.8%","18.4%","14.9%","5.6%","","(X)","(X)","(X)","(X)","(X)","","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","874,604","","55,822","60,751","62,669","60,625","56,075","56,920","56,084","57,660","51,985","50,037","49,724","54,902","54,864","49,445","36,907","26,122","16,230","17,782","","123,420","37,403","216,645","79,297","339,349","682,544","657,959","622,818","201,350","178,830","146,486","60,134","","37.4","(X)","(X)","(X)","(X)","","(X)","(X)"
"    Percent Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","(X)","","6.4%","6.9%","7.2%","6.9%","6.4%","6.5%","6.4%","6.6%","5.9%","5.7%","5.7%","6.3%","6.3%","5.7%","4.2%","3.0%","1.9%","2.0%","","14.1%","4.3%","24.8%","9.1%","38.8%","78.0%","75.2%","71.2%","23.0%","20.4%","16.7%","6.9%","","(X)","(X)","(X)","(X)","(X)","","(X)","(X)"
"Illinois","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","12,716,164","","755,518","768,804","829,779","831,088","844,275","896,223","867,606","839,805","798,895","812,261","824,731","864,033","792,720","655,217","491,424","340,718","232,299","270,768","","1,598,583","501,332","2,855,433","1,174,031","5,077,892","10,193,604","9,860,731","9,363,657","2,783,146","2,443,504","1,990,426","843,785","","38.3","96.6","61.6","25.3","36.3","","(X)","(X)"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","(X)","","5.9%","6.0%","6.5%","6.5%","6.6%","7.0%","6.8%","6.6%","6.3%","6.4%","6.5%","6.8%","6.2%","5.2%","3.9%","2.7%","1.8%","2.1%","","12.6%","3.9%","22.5%","9.2%","39.9%","80.2%","77.5%","73.6%","21.9%","19.2%","15.7%","6.6%","","(X)","(X)","(X)","(X)","(X)","","0.1%","1.5%"
"    Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","6,247,083","","386,330","390,928","424,337","424,571","428,598","453,733","438,304","419,093","399,695","402,261","406,902","422,926","380,611","307,276","226,046","149,638","95,102","90,732","","815,265","255,821","1,457,416","597,348","2,563,994","4,958,554","4,789,667","4,534,894","1,249,405","1,086,287","868,794","335,472","","37.0","(X)","(X)","(X)","(X)","","(X)","(X)"
"    Percent Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","(X)","","6.2%","6.3%","6.8%","6.8%","6.9%","7.3%","7.0%","6.7%","6.4%","6.4%","6.5%","6.8%","6.1%","4.9%","3.6%","2.4%","1.5%","1.5%","","13.1%","4.1%","23.3%","9.6%","41.0%","79.4%","76.7%","72.6%","20.0%","17.4%","13.9%","5.4%","","(X)","(X)","(X)","(X)","(X)","","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","6,469,081","","369,188","377,876","405,442","406,517","415,677","442,490","429,302","420,712","399,200","410,000","417,829","441,107","412,109","347,941","265,378","191,080","137,197","180,036","","783,318","245,511","1,398,017","576,683","2,513,898","5,235,050","5,071,064","4,828,763","1,533,741","1,357,217","1,121,632","508,313","","39.6","(X)","(X)","(X)","(X)","","(X)","(X)"
"    Percent Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","(X)","","5.7%","5.8%","6.3%","6.3%","6.4%","6.8%","6.6%","6.5%","6.2%","6.3%","6.5%","6.8%","6.4%","5.4%","4.1%","3.0%","2.1%","2.8%","","12.1%","3.8%","21.6%","8.9%","38.9%","80.9%","78.4%","74.6%","23.7%","21.0%","17.3%","7.9%","","(X)","(X)","(X)","(X)","(X)","","(X)","(X)"
"Indiana","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","6,696,893","","418,127","432,745","447,994","458,933","472,914","453,403","423,756","426,145","398,193","415,862","424,427","451,408","422,160","355,703","260,233","180,165","118,236","136,489","","880,739","272,147","1,571,013","659,700","2,633,344","5,306,367","5,125,880","4,840,170","1,472,986","1,296,927","1,050,826","434,890","","37.8","97.2","64.3","25.8","38.6","","(X)","(X)"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","(X)","","6.2%","6.5%","6.7%","6.9%","7.1%","6.8%","6.3%","6.4%","5.9%","6.2%","6.3%","6.7%","6.3%","5.3%","3.9%","2.7%","1.8%","2.0%","","13.2%","4.1%","23.5%","9.9%","39.3%","79.2%","76.5%","72.3%","22.0%","19.4%","15.7%","6.5%","","(X)","(X)","(X)","(X)","(X)","","0.1%","1.1%"
"    Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,300,350","","214,772","220,581","229,846","235,099","242,614","228,778","212,627","212,501","197,754","208,074","210,066","221,612","203,339","168,446","119,766","79,716","48,910","45,849","","450,427","139,236","804,435","338,477","1,329,373","2,586,878","2,495,915","2,349,988","666,026","580,885","462,687","174,475","","36.5","(X)","(X)","(X)","(X)","","(X)","(X)"
"    Percent Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","(X)","","6.5%","6.7%","7.0%","7.1%","7.4%","6.9%","6.4%","6.4%","6.0%","6.3%","6.4%","6.7%","6.2%","5.1%","3.6%","2.4%","1.5%","1.4%","","13.6%","4.2%","24.4%","10.3%","40.3%","78.4%","75.6%","71.2%","20.2%","17.6%","14.0%","5.3%","","(X)","(X)","(X)","(X)","(X)","","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,396,543","","203,355","212,164","218,148","223,834","230,300","224,625","211,129","213,644","200,439","207,788","214,361","229,796","218,821","187,257","140,467","100,449","69,326","90,640","","430,312","132,911","766,578","321,223","1,303,971","2,719,489","2,629,965","2,490,182","806,960","716,042","588,139","260,415","","39.1","(X)","(X)","(X)","(X)","","(X)","(X)"
"    Percent Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","(X)","","6.0%","6.2%","6.4%","6.6%","6.8%","6.6%","6.2%","6.3%","5.9%","6.1%","6.3%","6.8%","6.4%","5.5%","4.1%","3.0%","2.0%","2.7%","","12.7%","3.9%","22.6%","9.5%","38.4%","80.1%","77.4%","73.3%","23.8%","21.1%","17.3%","7.7%","","(X)","(X)","(X)","(X)","(X)","","(X)","(X)"
"Iowa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,150,011","","195,462","202,924","207,247","212,565","226,949","201,775","195,016","203,311","177,959","181,224","191,452","212,619","204,107","172,294","128,316","90,789","66,645","79,357","","410,171","122,854","728,487","316,660","1,217,575","2,504,540","2,421,524","2,282,254","741,508","657,440","537,401","236,791","","38.3","98.7","67.2","28.5","38.7","","(X)","(X)"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","(X)","","6.2%","6.4%","6.6%","6.7%","7.2%","6.4%","6.2%","6.5%","5.6%","5.8%","6.1%","6.7%","6.5%","5.5%","4.1%","2.9%","2.1%","2.5%","","13.0%","3.9%","23.1%","10.1%","38.7%","79.5%","76.9%","72.5%","23.5%","20.9%","17.1%","7.5%","","(X)","(X)","(X)","(X)","(X)","","0.1%","1.5%"
"    Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,564,436","","99,212","104,497","104,548","109,016","117,537","103,087","99,192","104,699","89,570","91,013","96,172","104,393","101,127","83,943","60,915","39,999","27,814","27,702","","209,045","63,115","371,372","163,438","623,101","1,235,733","1,193,064","1,122,076","341,500","300,059","240,373","95,515","","37.2","(X)","(X)","(X)","(X)","","(X)","(X)"
"    Percent Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","(X)","","6.3%","6.7%","6.7%","7.0%","7.5%","6.6%","6.3%","6.7%","5.7%","5.8%","6.1%","6.7%","6.5%","5.4%","3.9%","2.6%","1.8%","1.8%","","13.4%","4.0%","23.7%","10.4%","39.8%","79.0%","76.3%","71.7%","21.8%","19.2%","15.4%","6.1%","","(X)","(X)","(X)","(X)","(X)","","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,585,575","","96,250","98,427","102,699","103,549","109,412","98,688","95,824","98,612","88,389","90,211","95,280","108,226","102,980","88,351","67,401","50,790","38,831","51,655","","201,126","59,739","357,115","153,222","594,474","1,268,807","1,228,460","1,160,178","400,008","357,381","297,028","141,276","","39.4","(X)","(X)","(X)","(X)","","(X)","(X)"
"    Percent Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","(X)","","6.1%","6.2%","6.5%","6.5%","6.9%","6.2%","6.0%","6.2%","5.6%","5.7%","6.0%","6.8%","6.5%","5.6%","4.3%","3.2%","2.4%","3.3%","","12.7%","3.8%","22.5%","9.7%","37.5%","80.0%","77.5%","73.2%","25.2%","22.5%","18.7%","8.9%","","(X)","(X)","(X)","(X)","(X)","","(X)","(X)"
"Kansas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,912,619","","188,853","198,299","199,871","199,839","213,767","194,276","188,104","187,801","169,515","166,116","171,882","190,126","183,253","153,288","110,071","76,878","53,959","66,721","","398,170","118,949","705,972","294,657","1,153,302","2,285,921","2,206,647","2,080,022","644,170","569,188","460,917","197,558","","36.9","99.4","66.8","26.4","40.4","","(X)","(X)"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","(X)","","6.5%","6.8%","6.9%","6.9%","7.3%","6.7%","6.5%","6.4%","5.8%","5.7%","5.9%","6.5%","6.3%","5.3%","3.8%","2.6%","1.9%","2.3%","","13.7%","4.1%","24.2%","10.1%","39.6%","78.5%","75.8%","71.4%","22.1%","19.5%","15.8%","6.8%","","(X)","(X)","(X)","(X)","(X)","","0.1%","1.2%"
"    Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,451,919","","97,052","102,169","101,535","102,620","112,494","101,108","95,301","95,552","85,333","83,951","85,516","93,573","88,890","75,026","51,331","34,534","22,178","23,756","","203,704","61,072","361,828","154,042","592,408","1,130,790","1,090,091","1,024,155","295,715","259,185","206,825","80,468","","35.7","(X)","(X)","(X)","(X)","","(X)","(X)"
"    Percent Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","(X)","","6.7%","7.0%","7.0%","7.1%","7.7%","7.0%","6.6%","6.6%","5.9%","5.8%","5.9%","6.4%","6.1%","5.2%","3.5%","2.4%","1.5%","1.6%","","14.0%","4.2%","24.9%","10.6%","40.8%","77.9%","75.1%","70.5%","20.4%","17.9%","14.2%","5.5%","","(X)","(X)","(X)","(X)","(X)","","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,460,700","","91,801","96,130","98,336","97,219","101,273","93,168","92,803","92,249","84,182","82,165","86,366","96,553","94,363","78,262","58,740","42,344","31,781","42,965","","194,466","57,877","344,144","140,615","560,894","1,155,131","1,116,556","1,055,867","348,455","310,003","254,092","117,090","","38.2","(X)","(X)","(X)","(X)","","(X)","(X)"
"    Percent Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","(X)","","6.3%","6.6%","6.7%","6.7%","6.9%","6.4%","6.4%","6.3%","5.8%","5.6%","5.9%","6.6%","6.5%","5.4%","4.0%","2.9%","2.2%","2.9%","","13.3%","4.0%","23.6%","9.6%","38.4%","79.1%","76.4%","72.3%","23.9%","21.2%","17.4%","8.0%","","(X)","(X)","(X)","(X)","(X)","","(X)","(X)"
"Kentucky","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","4,461,952","","273,575","275,013","287,569","289,726","301,578","303,963","277,893","278,142","274,421","283,478","291,770","305,841","289,055","249,468","187,814","129,196","85,062","78,388","","562,582","171,462","1,007,619","419,842","1,725,723","3,567,512","3,454,333","3,270,697","1,018,983","898,966","729,928","292,646","","39.0","97.0","63.8","26.8","37.0","","(X)","(X)"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","(X)","","6.1%","6.2%","6.4%","6.5%","6.8%","6.8%","6.2%","6.2%","6.2%","6.4%","6.5%","6.9%","6.5%","5.6%","4.2%","2.9%","1.9%","1.8%","","12.6%","3.8%","22.6%","9.4%","38.7%","80.0%","77.4%","73.3%","22.8%","20.1%","16.4%","6.6%","","(X)","(X)","(X)","(X)","(X)","","0.1%","1.1%"
"    Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,196,522","","140,510","142,570","144,984","148,480","156,347","154,870","139,475","137,776","137,555","140,965","143,520","149,163","137,301","117,818","86,796","57,944","33,429","27,019","","287,554","88,473","516,537","216,354","874,503","1,738,541","1,679,985","1,586,924","460,307","402,532","323,006","118,392","","37.6","(X)","(X)","(X)","(X)","","(X)","(X)"
"    Percent Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","(X)","","6.4%","6.5%","6.6%","6.8%","7.1%","7.1%","6.3%","6.3%","6.3%","6.4%","6.5%","6.8%","6.3%","5.4%","4.0%","2.6%","1.5%","1.2%","","13.1%","4.0%","23.5%","9.8%","39.8%","79.1%","76.5%","72.2%","21.0%","18.3%","14.7%","5.4%","","(X)","(X)","(X)","(X)","(X)","","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,265,430","","133,065","132,443","142,585","141,246","145,231","149,093","138,418","140,366","136,866","142,513","148,250","156,678","151,754","131,650","101,018","71,252","51,633","51,369","","275,028","82,989","491,082","203,488","851,220","1,828,971","1,774,348","1,683,773","558,676","496,434","406,922","174,254","","40.4","(X)","(X)","(X)","(X)","","(X)","(X)"
"    Percent Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","(X)","","5.9%","5.8%","6.3%","6.2%","6.4%","6.6%","6.1%","6.2%","6.0%","6.3%","6.5%","6.9%","6.7%","5.8%","4.5%","3.1%","2.3%","2.3%","","12.1%","3.7%","21.7%","9.0%","37.6%","80.7%","78.3%","74.3%","24.7%","21.9%","18.0%","7.7%","","(X)","(X)","(X)","(X)","(X)","","(X)","(X)"
"Louisiana","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","4,664,616","","304,900","298,471","312,848","297,473","311,404","339,728","326,103","315,821","271,441","274,557","288,735","306,299","297,292","247,382","184,434","127,598","80,421","79,709","","611,319","181,340","1,097,559","427,537","1,861,970","3,688,107","3,567,057","3,382,539","1,016,836","893,107","719,544","287,728","","37.2","95.4","63.8","25.3","38.5","","(X)","(X)"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","(X)","","6.5%","6.4%","6.7%","6.4%","6.7%","7.3%","7.0%","6.8%","5.8%","5.9%","6.2%","6.6%","6.4%","5.3%","4.0%","2.7%","1.7%","1.7%","","13.1%","3.9%","23.5%","9.2%","39.9%","79.1%","76.5%","72.5%","21.8%","19.1%","15.4%","6.2%","","(X)","(X)","(X)","(X)","(X)","","0.1%","1.8%"
"    Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
