"    Percent","","8,296,817","63.3%","62.7%","59.2%","3.5%","0.6%","36.7%","5,201,775","5.6%","4,313,854","58.8%","58.6%","55.2%","745,128","66.9%","1,608,414","72.1%","","4,852,255","77.7%","9.3%","1.9%","1.5%","1.8%","7.8%","(X)","","4,910,269","38.5%","16.0%","22.0%","8.8%","14.7%","","4,910,269","1.1%","6.6%","10.5%","2.8%","11.3%","6.7%","2.3%","6.4%","12.7%","20.9%","9.2%","4.7%","4.8%","","4,910,269","80.1%","14.3%","5.4%","0.2%","","3,830,264","6.6%","4.2%","9.0%","9.3%","12.5%","17.6%","12.7%","14.9%","6.3%","7.1%","(X)","(X)","79.1%","(X)","29.3%","(X)","19.6%","(X)","5.3%","(X)","1.7%","(X)","12.2%","2,565,233","4.1%","2.4%","6.8%","8.0%","11.5%","17.7%","14.1%","18.1%","8.1%","9.2%","(X)","(X)","(X)","1,265,031","(X)","(X)","(X)","(X)","(X)","","10,321,846","87.0%","66.5%","31.1%","13.0%","2,658,741","7.4%","6,233,591","4,813,737","4,557,063","84.5%","81.0%","6.1%","15.5%","256,674","58.4%","41.9%","19.3%","41.6%","1,419,854","77.3%","51.9%","33.1%","22.7%","","10.6%","16.1%","15.2%","5.1%","6.8%","5.5%","26.9%","35.5%","37.5%","14.3%","20.1%","19.8%","22.2%","19.0%","12.4%","12.9%","10.1%","11.9%","25.3%"
"Hawaii","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","1,148,836","750,350","706,640","674,453","32,187","43,710","398,486","706,640","(X)","576,086","350,190","344,314","329,183","98,917","64,492","181,963","135,245","","698,429","472,098","93,704","38,177","32,330","21,334","40,786","27.1","","674,453","240,746","154,918","154,158","61,939","62,692","","674,453","9,314","49,055","19,314","15,118","76,449","41,567","10,093","44,820","69,350","143,371","107,680","29,032","59,290","","674,453","489,296","137,318","46,344","1,495","","467,932","22,748","12,622","25,510","29,392","45,563","75,210","64,223","91,069","48,926","52,669","83,173","107,348","377,286","101,001","169,974","20,747","125,367","32,294","18,965","10,081","16,334","4,967","49,838","324,482","8,874","4,784","11,884","15,773","27,475","48,767","48,687","74,567","41,293","42,378","97,813","120,352","37,013","143,450","49,031","67,432","39,448","53,956","45,426","","1,365,172","1,312,365","1,049,518","486,044","52,807","317,280","8,509","791,055","635,677","607,290","583,389","542,224","63,750","23,901","28,387","24,122","15,081","9,899","4,265","155,378","140,320","90,657","61,592","15,058","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
"    Percent","","1,148,836","65.3%","61.5%","58.7%","2.8%","3.8%","34.7%","706,640","4.6%","576,086","60.8%","59.8%","57.1%","98,917","65.2%","181,963","74.3%","","698,429","67.6%","13.4%","5.5%","4.6%","3.1%","5.8%","(X)","","674,453","35.7%","23.0%","22.9%","9.2%","9.3%","","674,453","1.4%","7.3%","2.9%","2.2%","11.3%","6.2%","1.5%","6.6%","10.3%","21.3%","16.0%","4.3%","8.8%","","674,453","72.5%","20.4%","6.9%","0.2%","","467,932","4.9%","2.7%","5.5%","6.3%","9.7%","16.1%","13.7%","19.5%","10.5%","11.3%","(X)","(X)","80.6%","(X)","36.3%","(X)","26.8%","(X)","4.1%","(X)","3.5%","(X)","10.7%","324,482","2.7%","1.5%","3.7%","4.9%","8.5%","15.0%","15.0%","23.0%","12.7%","13.1%","(X)","(X)","(X)","143,450","(X)","(X)","(X)","(X)","(X)","","1,365,172","96.1%","76.9%","35.6%","3.9%","317,280","2.7%","791,055","635,677","607,290","96.1%","89.3%","10.5%","3.9%","28,387","85.0%","53.1%","34.9%","15.0%","155,378","90.3%","58.3%","39.6%","9.7%","","6.3%","9.5%","8.7%","3.5%","3.9%","3.0%","16.5%","25.4%","28.9%","9.3%","11.7%","11.2%","13.0%","10.5%","8.6%","8.7%","8.3%","6.3%","22.7%"
"Idaho","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","1,360,062","858,590","854,040","818,085","35,955","4,550","501,472","854,040","(X)","682,544","389,695","388,802","372,696","134,223","77,364","290,848","196,051","","807,123","628,094","75,327","5,142","20,055","15,947","62,558","21.2","","818,085","294,919","138,311","178,105","99,485","107,265","","818,085","39,023","66,912","78,809","22,004","96,979","40,818","13,379","46,782","79,814","182,073","73,867","37,514","40,111","","818,085","636,426","119,760","59,901","1,998","","649,299","32,425","25,981","59,496","62,839","90,953","135,678","84,774","94,079","32,234","30,840","58,915","77,399","503,999","76,282","211,976","20,552","141,154","24,752","29,899","10,552","18,940","2,563","58,584","441,391","11,991","8,929","25,737","35,098","56,867","98,050","67,894","80,851","27,938","28,036","70,885","90,514","29,494","207,908","34,270","46,050","30,843","49,618","37,128","","1,732,106","1,552,616","1,213,511","568,370","179,490","469,258","24,697","989,313","773,496","743,887","639,221","607,679","53,748","104,666","29,609","18,431","13,588","6,020","11,178","215,817","178,070","125,833","70,661","37,747","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
"    Percent","","1,360,062","63.1%","62.8%","60.2%","2.6%","0.3%","36.9%","854,040","4.2%","682,544","57.1%","57.0%","54.6%","134,223","57.6%","290,848","67.4%","","807,123","77.8%","9.3%","0.6%","2.5%","2.0%","7.8%","(X)","","818,085","36.0%","16.9%","21.8%","12.2%","13.1%","","818,085","4.8%","8.2%","9.6%","2.7%","11.9%","5.0%","1.6%","5.7%","9.8%","22.3%","9.0%","4.6%","4.9%","","818,085","77.8%","14.6%","7.3%","0.2%","","649,299","5.0%","4.0%","9.2%","9.7%","14.0%","20.9%","13.1%","14.5%","5.0%","4.7%","(X)","(X)","77.6%","(X)","32.6%","(X)","21.7%","(X)","4.6%","(X)","2.9%","(X)","9.0%","441,391","2.7%","2.0%","5.8%","8.0%","12.9%","22.2%","15.4%","18.3%","6.3%","6.4%","(X)","(X)","(X)","207,908","(X)","(X)","(X)","(X)","(X)","","1,732,106","89.6%","70.1%","32.8%","10.4%","469,258","5.3%","989,313","773,496","743,887","85.9%","81.7%","7.2%","14.1%","29,609","62.2%","45.9%","20.3%","37.8%","215,817","82.5%","58.3%","32.7%","17.5%","","8.1%","12.6%","13.7%","4.9%","6.5%","8.5%","26.8%","35.9%","41.7%","11.9%","14.4%","14.0%","17.6%","12.7%","11.1%","12.0%","7.9%","8.9%","26.0%"
"Illinois","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","10,193,604","6,650,033","6,631,897","6,236,755","395,142","18,136","3,543,571","6,631,897","(X)","5,235,050","3,172,743","3,169,476","2,985,705","870,754","609,430","1,863,547","1,387,411","","6,129,176","4,385,276","476,964","539,825","173,791","110,771","442,549","29.0","","6,236,755","2,480,774","1,046,689","1,339,084","450,957","919,251","","6,236,755","64,517","337,964","732,288","183,625","655,746","415,278","110,005","458,078","753,663","1,452,209","548,147","293,602","231,633","","6,236,755","5,180,173","760,010","286,133","10,439","","4,884,061","298,656","179,484","396,382","394,653","548,980","815,673","627,786","810,249","380,160","432,038","68,428","95,115","3,830,680","97,662","1,424,848","20,054","992,365","31,223","222,462","10,336","114,262","3,047","605,910","3,116,415","104,162","60,848","164,805","195,986","313,048","507,572","441,635","640,001","318,273","370,085","86,251","113,734","37,306","1,767,646","40,774","58,782","38,645","59,310","47,045","","12,536,614","11,682,181","8,854,882","4,220,945","854,433","3,023,805","94,660","7,587,045","6,089,470","5,740,280","5,252,224","4,793,031","572,562","488,056","349,190","276,773","147,823","137,928","72,417","1,497,575","1,315,193","821,605","568,989","182,382","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
"    Percent","","10,193,604","65.2%","65.1%","61.2%","3.9%","0.2%","34.8%","6,631,897","6.0%","5,235,050","60.6%","60.5%","57.0%","870,754","70.0%","1,863,547","74.5%","","6,129,176","71.5%","7.8%","8.8%","2.8%","1.8%","7.2%","(X)","","6,236,755","39.8%","16.8%","21.5%","7.2%","14.7%","","6,236,755","1.0%","5.4%","11.7%","2.9%","10.5%","6.7%","1.8%","7.3%","12.1%","23.3%","8.8%","4.7%","3.7%","","6,236,755","83.1%","12.2%","4.6%","0.2%","","4,884,061","6.1%","3.7%","8.1%","8.1%","11.2%","16.7%","12.9%","16.6%","7.8%","8.8%","(X)","(X)","78.4%","(X)","29.2%","(X)","20.3%","(X)","4.6%","(X)","2.3%","(X)","12.4%","3,116,415","3.3%","2.0%","5.3%","6.3%","10.0%","16.3%","14.2%","20.5%","10.2%","11.9%","(X)","(X)","(X)","1,767,646","(X)","(X)","(X)","(X)","(X)","","12,536,614","93.2%","70.6%","33.7%","6.8%","3,023,805","3.1%","7,587,045","6,089,470","5,740,280","91.5%","83.5%","10.0%","8.5%","349,190","79.3%","42.3%","39.5%","20.7%","1,497,575","87.8%","54.9%","38.0%","12.2%","","8.4%","13.3%","12.6%","3.8%","5.1%","3.8%","24.8%","33.7%","39.1%","12.0%","16.2%","15.9%","17.6%","15.2%","10.8%","11.3%","8.8%","9.3%","23.0%"
"Indiana","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","5,306,367","3,383,365","3,379,544","3,219,679","159,865","3,821","1,923,002","3,379,544","(X)","2,719,489","1,606,067","1,605,598","1,531,378","478,219","325,446","1,000,714","728,710","","3,158,697","2,566,614","283,920","27,808","66,390","41,207","172,758","23.9","","3,219,679","1,129,262","519,055","664,040","278,799","628,523","","3,219,679","39,264","199,051","602,535","79,521","348,443","183,556","43,884","166,402","272,175","750,392","275,836","147,146","111,474","","3,219,679","2,719,756","349,113","145,688","5,122","","2,602,770","153,094","107,633","246,226","256,628","352,805","500,937","350,910","381,393","135,082","118,062","58,235","76,984","2,022,809","78,726","835,140","20,596","565,693","20,542","131,172","10,664","43,650","2,930","241,156","1,679,392","59,470","36,187","92,950","127,538","203,506","341,850","274,019","320,750","119,596","103,526","73,265","91,731","30,693","923,378","33,840","46,705","34,065","52,374","39,800","","6,597,701","6,069,525","4,661,179","2,219,392","528,176","1,664,343","105,012","3,918,547","3,084,707","2,945,996","2,669,044","2,475,409","264,193","276,952","138,711","101,503","58,074","47,953","37,208","833,840","730,062","433,498","355,462","103,778","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
"    Percent","","5,306,367","63.8%","63.7%","60.7%","3.0%","0.1%","36.2%","3,379,544","4.7%","2,719,489","59.1%","59.0%","56.3%","478,219","68.1%","1,000,714","72.8%","","3,158,697","81.3%","9.0%","0.9%","2.1%","1.3%","5.5%","(X)","","3,219,679","35.1%","16.1%","20.6%","8.7%","19.5%","","3,219,679","1.2%","6.2%","18.7%","2.5%","10.8%","5.7%","1.4%","5.2%","8.5%","23.3%","8.6%","4.6%","3.5%","","3,219,679","84.5%","10.8%","4.5%","0.2%","","2,602,770","5.9%","4.1%","9.5%","9.9%","13.6%","19.2%","13.5%","14.7%","5.2%","4.5%","(X)","(X)","77.7%","(X)","32.1%","(X)","21.7%","(X)","5.0%","(X)","1.7%","(X)","9.3%","1,679,392","3.5%","2.2%","5.5%","7.6%","12.1%","20.4%","16.3%","19.1%","7.1%","6.2%","(X)","(X)","(X)","923,378","(X)","(X)","(X)","(X)","(X)","","6,597,701","92.0%","70.6%","33.6%","8.0%","1,664,343","6.3%","3,918,547","3,084,707","2,945,996","90.6%","84.0%","9.0%","9.4%","138,711","73.2%","41.9%","34.6%","26.8%","833,840","87.6%","52.0%","42.6%","12.4%","","8.9%","14.9%","16.2%","4.0%","5.8%","5.1%","27.8%","37.0%","44.4%","12.9%","17.6%","17.2%","19.9%","16.2%","11.5%","12.5%","7.4%","9.9%","25.0%"
"Iowa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","2,504,540","1,679,440","1,677,262","1,611,524","65,738","2,178","825,100","1,677,262","(X)","1,268,807","795,754","795,519","765,339","228,292","172,748","467,381","377,700","","1,583,657","1,270,600","127,348","14,278","49,204","20,787","101,440","19.5","","1,611,524","598,690","255,711","328,437","154,293","274,393","","1,611,524","60,443","105,449","236,327","45,624","185,930","80,042","25,116","124,973","119,391","391,707","116,108","70,677","49,737","","1,611,524","1,287,906","217,140","102,940","3,538","","1,273,941","64,607","51,206","110,143","118,343","167,084","243,639","182,007","202,695","70,804","63,413","61,836","80,316","1,000,684","80,374","400,180","20,443","255,114","22,308","51,928","10,396","26,457","2,780","124,971","800,738","22,207","14,370","38,824","52,575","90,256","157,719","138,130","168,301","62,349","56,007","79,186","97,161","33,021","473,203","36,253","48,489","35,457","52,790","41,357","","3,106,492","2,960,859","2,319,834","1,092,389","145,633","770,491","21,290","1,821,025","1,510,276","1,454,714","1,369,549","1,255,593","157,213","85,165","55,562","45,183","25,039","22,630","10,379","310,749","283,628","174,188","134,160","27,121","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
"    Percent","","2,504,540","67.1%","67.0%","64.3%","2.6%","0.1%","32.9%","1,677,262","3.9%","1,268,807","62.7%","62.7%","60.3%","228,292","75.7%","467,381","80.8%","","1,583,657","80.2%","8.0%","0.9%","3.1%","1.3%","6.4%","(X)","","1,611,524","37.2%","15.9%","20.4%","9.6%","17.0%","","1,611,524","3.8%","6.5%","14.7%","2.8%","11.5%","5.0%","1.6%","7.8%","7.4%","24.3%","7.2%","4.4%","3.1%","","1,611,524","79.9%","13.5%","6.4%","0.2%","","1,273,941","5.1%","4.0%","8.6%","9.3%","13.1%","19.1%","14.3%","15.9%","5.6%","5.0%","(X)","(X)","78.6%","(X)","31.4%","(X)","20.0%","(X)","4.1%","(X)","2.1%","(X)","9.8%","800,738","2.8%","1.8%","4.8%","6.6%","11.3%","19.7%","17.3%","21.0%","7.8%","7.0%","(X)","(X)","(X)","473,203","(X)","(X)","(X)","(X)","(X)","","3,106,492","95.3%","74.7%","35.2%","4.7%","770,491","2.8%","1,821,025","1,510,276","1,454,714","94.1%","86.3%","10.8%","5.9%","55,562","81.3%","45.1%","40.7%","18.7%","310,749","91.3%","56.1%","43.2%","8.7%","","7.1%","11.7%","13.6%","3.2%","4.3%","3.8%","26.6%","33.6%","44.9%","11.1%","13.3%","12.9%","15.5%","12.0%","10.4%","11.4%","7.0%","7.7%","23.5%"
"Kansas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","2,285,921","1,523,349","1,505,433","1,444,074","61,359","17,916","762,572","1,505,433","(X)","1,155,131","712,033","710,284","682,843","220,624","152,188","453,102","345,763","","1,436,563","1,159,928","128,055","6,194","32,188","18,738","91,460","19.6","","1,444,074","566,197","235,745","295,151","136,916","210,065","","1,444,074","44,776","92,469","180,810","39,755","151,825","74,028","26,172","90,552","139,487","357,098","117,866","64,545","64,691","","1,444,074","1,123,864","228,642","88,260","3,308","","1,141,985","60,553","45,372","99,905","109,267","154,259","213,858","153,943","172,235","67,637","64,956","61,091","82,103","906,078","82,149","349,569","20,694","235,457","23,294","46,885","9,778","19,369","2,965","82,156","737,611","19,801","13,947","38,195","52,499","85,381","144,349","118,940","147,017","59,205","58,277","77,620","99,062","32,798","404,374","34,826","47,937","34,481","51,978","40,776","","2,853,649","2,604,426","2,140,115","835,621","249,223","745,240","38,281","1,665,957","1,357,002","1,305,107","1,168,946","1,128,955","75,226","136,161","51,895","31,971","24,364","9,393","19,924","308,955","256,267","182,869","97,957","52,688","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
"    Percent","","2,285,921","66.6%","65.9%","63.2%","2.7%","0.8%","33.4%","1,505,433","4.1%","1,155,131","61.6%","61.5%","59.1%","220,624","69.0%","453,102","76.3%","","1,436,563","80.7%","8.9%","0.4%","2.2%","1.3%","6.4%","(X)","","1,444,074","39.2%","16.3%","20.4%","9.5%","14.5%","","1,444,074","3.1%","6.4%","12.5%","2.8%","10.5%","5.1%","1.8%","6.3%","9.7%","24.7%","8.2%","4.5%","4.5%","","1,444,074","77.8%","15.8%","6.1%","0.2%","","1,141,985","5.3%","4.0%","8.7%","9.6%","13.5%","18.7%","13.5%","15.1%","5.9%","5.7%","(X)","(X)","79.3%","(X)","30.6%","(X)","20.6%","(X)","4.1%","(X)","1.7%","(X)","7.2%","737,611","2.7%","1.9%","5.2%","7.1%","11.6%","19.6%","16.1%","19.9%","8.0%","7.9%","(X)","(X)","(X)","404,374","(X)","(X)","(X)","(X)","(X)","","2,853,649","91.3%","75.0%","29.3%","8.7%","745,240","5.1%","1,665,957","1,357,002","1,305,107","89.6%","86.5%","5.8%","10.4%","51,895","61.6%","46.9%","18.1%","38.4%","308,955","82.9%","59.2%","31.7%","17.1%","","7.6%","11.9%","14.2%","3.7%","4.8%","5.1%","25.6%","32.6%","43.9%","11.4%","13.9%","13.6%","15.7%","12.7%","10.6%","11.4%","7.7%","8.3%","24.3%"
"Kentucky","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","3,567,512","2,121,356","2,107,184","1,993,889","113,295","14,172","1,446,156","2,107,184","(X)","1,828,971","1,009,541","1,007,756","955,624","305,128","206,777","618,586","437,851","","1,962,584","1,592,944","179,840","18,292","41,798","25,584","104,126","23.7","","1,993,889","701,287","322,119","423,463","180,414","366,606","","1,993,889","38,742","120,705","285,652","48,645","232,878","128,927","30,742","113,066","171,012","479,978","169,669","89,127","84,746","","1,993,889","1,600,848","284,879","103,372","4,790","","1,748,053","142,210","95,952","182,158","182,231","235,449","313,800","216,004","227,724","79,127","73,398","52,238","72,318","1,274,510","74,856","619,708","18,668","401,534","24,419","129,244","9,599","32,922","2,863","227,276","1,139,116","59,455","35,136","84,852","98,997","145,514","218,254","169,358","192,937","70,007","64,606","65,893","85,749","29,123","608,937","30,352","44,083","32,148","49,210","38,782","","4,379,339","4,133,261","2,846,171","1,882,476","246,078","1,065,464","41,455","2,606,613","1,922,085","1,822,877","1,692,414","1,481,941","271,059","130,463","99,208","80,140","33,798","49,938","19,068","684,528","631,268","287,960","403,269","53,260","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
"    Percent","","3,567,512","59.5%","59.1%","55.9%","3.2%","0.4%","40.5%","2,107,184","5.4%","1,828,971","55.2%","55.1%","52.2%","305,128","67.8%","618,586","70.8%","","1,962,584","81.2%","9.2%","0.9%","2.1%","1.3%","5.3%","(X)","","1,993,889","35.2%","16.2%","21.2%","9.0%","18.4%","","1,993,889","1.9%","6.1%","14.3%","2.4%","11.7%","6.5%","1.5%","5.7%","8.6%","24.1%","8.5%","4.5%","4.3%","","1,993,889","80.3%","14.3%","5.2%","0.2%","","1,748,053","8.1%","5.5%","10.4%","10.4%","13.5%","18.0%","12.4%","13.0%","4.5%","4.2%","(X)","(X)","72.9%","(X)","35.5%","(X)","23.0%","(X)","7.4%","(X)","1.9%","(X)","13.0%","1,139,116","5.2%","3.1%","7.4%","8.7%","12.8%","19.2%","14.9%","16.9%","6.1%","5.7%","(X)","(X)","(X)","608,937","(X)","(X)","(X)","(X)","(X)","","4,379,339","94.4%","65.0%","43.0%","5.6%","1,065,464","3.9%","2,606,613","1,922,085","1,822,877","92.8%","81.3%","14.9%","7.2%","99,208","80.8%","34.1%","50.3%","19.2%","684,528","92.2%","42.1%","58.9%","7.8%","","12.3%","18.9%","19.4%","6.4%","8.5%","6.7%","33.2%","43.2%","51.7%","16.6%","22.2%","21.7%","24.5%","20.7%","15.0%","16.0%","11.0%","13.3%","29.9%"
"Louisiana","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","3,688,107","2,185,171","2,166,003","2,023,915","142,088","19,168","1,502,936","2,166,003","(X)","1,907,887","1,055,716","1,052,871","987,839","345,912","237,820","679,816","494,348","","2,002,968","1,640,341","181,136","21,868","36,886","37,699","85,038","25.8","","2,023,915","715,228","379,727","439,252","224,611","265,097","","2,023,915","74,435","163,005","154,644","52,072","229,843","113,660","30,216","102,930","187,073","496,410","207,668","103,888","108,071","","2,023,915","1,586,189","308,440","125,717","3,569","","1,751,956","155,441","96,888","213,082","178,747","218,536","285,266","199,702","227,703","93,472","83,119","50,800","73,759","1,291,979","77,356","557,820","17,983","361,444","26,512","123,908","9,693","32,878","2,942","268,762","1,116,752","61,636","36,873","101,818","99,520","132,697","192,759","150,201","187,767","80,459","73,022","65,427","88,371","29,522","635,204","28,909","45,261","32,723","52,911","37,701","","4,556,953","4,161,694","2,742,697","1,938,529","395,259","1,154,339","43,264","2,703,788","1,987,543","1,861,203","1,646,964","1,444,411","262,895","214,239","126,340","89,579","37,676","56,092","36,761","716,245","618,834","303,750","366,725","97,411","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
"    Percent","","3,688,107","59.2%","58.7%","54.9%","3.9%","0.5%","40.8%","2,166,003","6.6%","1,907,887","55.3%","55.2%","51.8%","345,912","68.8%","679,816","72.7%","","2,002,968","81.9%","9.0%","1.1%","1.8%","1.9%","4.2%","(X)","","2,023,915","35.3%","18.8%","21.7%","11.1%","13.1%","","2,023,915","3.7%","8.1%","7.6%","2.6%","11.4%","5.6%","1.5%","5.1%","9.2%","24.5%","10.3%","5.1%","5.3%","","2,023,915","78.4%","15.2%","6.2%","0.2%","","1,751,956","8.9%","5.5%","12.2%","10.2%","12.5%","16.3%","11.4%","13.0%","5.3%","4.7%","(X)","(X)","73.7%","(X)","31.8%","(X)","20.6%","(X)","7.1%","(X)","1.9%","(X)","15.3%","1,116,752","5.5%","3.3%","9.1%","8.9%","11.9%","17.3%","13.4%","16.8%","7.2%","6.5%","(X)","(X)","(X)","635,204","(X)","(X)","(X)","(X)","(X)","","4,556,953","91.3%","60.2%","42.5%","8.7%","1,154,339","3.7%","2,703,788","1,987,543","1,861,203","88.5%","77.6%","14.1%","11.5%","126,340","70.9%","29.8%","44.4%","29.1%","716,245","86.4%","42.4%","51.2%","13.6%","","14.2%","22.4%","22.2%","5.8%","7.9%","6.9%","35.7%","46.3%","52.1%","18.6%","26.3%","26.1%","29.2%","25.0%","16.2%","17.4%","11.9%","15.9%","30.1%"
"Maine","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","1,120,778","706,220","704,226","675,784","28,442","1,994","414,558","704,226","(X)","577,596","344,435","344,249","332,424","74,285","52,041","161,991","125,411","","662,547","511,352","61,134","3,591","24,233","8,551","53,686","24.3","","675,784","262,159","117,869","141,997","72,803","80,956","","675,784","16,541","49,437","58,514","13,469","87,138","27,860","11,040","42,823","62,314","189,240","56,603","30,999","29,806","","675,784","526,707","90,859","57,069","1,149","","569,551","30,114","27,909","55,066","53,112","74,563","105,096","78,697","85,558","31,530","27,906","59,489","78,301","423,197","78,422","211,741","19,174","130,772","25,545","34,593","10,115","16,022","2,592","71,797","349,955","8,653","7,019","18,895","26,104","42,757","68,631","59,507","68,257","26,397","23,735","76,192","94,310","33,774","219,596","34,126","48,945","34,238","51,630","42,188","","1,325,025","1,223,980","938,174","493,568","101,045","266,859","13,270","789,458","627,595","604,315","541,661","504,962","55,411","62,654","23,280","16,323","9,891","7,397","6,957","161,863","144,051","77,828","81,771","17,812","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
"    Percent","","1,120,778","63.0%","62.8%","60.3%","2.5%","0.2%","37.0%","704,226","4.0%","577,596","59.6%","59.6%","57.6%","74,285","70.1%","161,991","77.4%","","662,547","77.2%","9.2%","0.5%","3.7%","1.3%","8.1%","(X)","","675,784","38.8%","17.4%","21.0%","10.8%","12.0%","","675,784","2.4%","7.3%","8.7%","2.0%","12.9%","4.1%","1.6%","6.3%","9.2%","28.0%","8.4%","4.6%","4.4%","","675,784","77.9%","13.4%","8.4%","0.2%","","569,551","5.3%","4.9%","9.7%","9.3%","13.1%","18.5%","13.8%","15.0%","5.5%","4.9%","(X)","(X)","74.3%","(X)","37.2%","(X)","23.0%","(X)","6.1%","(X)","2.8%","(X)","12.6%","349,955","2.5%","2.0%","5.4%","7.5%","12.2%","19.6%","17.0%","19.5%","7.5%","6.8%","(X)","(X)","(X)","219,596","(X)","(X)","(X)","(X)","(X)","","1,325,025","92.4%","70.8%","37.2%","7.6%","266,859","5.0%","789,458","627,595","604,315","89.6%","83.6%","9.2%","10.4%","23,280","70.1%","42.5%","31.8%","29.9%","161,863","89.0%","48.1%","50.5%","11.0%","","6.7%","11.9%","11.6%","3.3%","4.4%","3.1%","22.3%","31.4%","38.1%","11.1%","14.0%","13.4%","15.4%","12.7%","10.4%","11.0%","8.5%","7.1%","23.4%"
"Maryland","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
