"        Estimate","103,391","","28,347","8,654","19,693","28,055","63,622","32,122","31,500","17,102","11,422","","45,274","58,117","","16,313","74,491","788","3,593","12","4,952","3,242","9,003","13,568","","59,848","13,484","19,622","11,667","15,075","","28,344","17,142","6,764","10,378","11,202","4,672","6,530","","77,457","4,126","22,809","50,522","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","48,029","22,734","25,295","50","195","9,723","10,490","4,410","6,121","8,499","5,111","3,430","(X)","2,412","15,479","30,138"
"    Percent below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","15.5%","","22.8%","19.5%","24.7%","22.7%","13.8%","15.2%","12.6%","14.6%","13.7%","","14.3%","16.5%","","6.0%","24.2%","34.1%","13.7%","3.9%","15.0%","11.5%","12.1%","5.6%","","12.1%","34.7%","24.2%","15.2%","5.0%","","7.1%","4.6%","3.8%","5.3%","39.7%","34.9%","44.0%","","14.0%","1.4%","20.5%","34.8%","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","18.9%","19.0%","18.8%","100.0%","100.0%","41.2%","11.1%","11.5%","21.8%","28.0%","22.7%","20.7%","(X)","1.6%","31.0%","54.2%"
"Florida","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","20,793,628","","4,145,349","1,112,667","3,032,682","4,125,880","12,370,026","4,330,041","8,039,985","5,639,502","4,278,253","","10,103,370","10,690,258","","14,934,916","3,261,008","53,853","583,948","13,028","689,219","1,257,656","5,397,545","11,114,537","","15,030,645","1,683,580","4,214,805","4,489,237","4,643,023","","10,213,440","9,661,556","5,037,945","4,623,611","551,884","287,449","264,435","","17,126,149","7,012,382","3,535,410","6,578,357","","1,220,863","3,753,696","4,749,614","6,215,476","6,850,035","10,565,192","13,497,694","15,575,629","4,247,301","2,068,116","2,179,185","5,276","12,898","354,251","765,020","496,536","572,618","734,862","654,391","651,449","7,374","1,767,915","825,884","1,653,502"
"    Below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,772,939","","773,801","224,436","549,365","755,962","1,549,183","648,653","900,530","613,802","449,955","","1,239,481","1,533,458","","1,715,595","673,421","8,705","69,508","2,094","128,890","174,726","887,135","1,083,283","","1,699,089","407,809","596,258","434,108","260,914","","754,379","595,286","271,686","323,600","159,093","76,466","82,627","","2,077,712","199,472","545,453","1,332,787","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","1,038,988","457,734","581,254","4,905","12,305","167,200","148,930","99,199","135,393","198,671","140,755","131,630","(X)","65,308","284,151","689,529"
"    Percent below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","13.3%","","18.7%","20.2%","18.1%","18.3%","12.5%","15.0%","11.2%","10.9%","10.5%","","12.3%","14.3%","","11.5%","20.7%","16.2%","11.9%","16.1%","18.7%","13.9%","16.4%","9.7%","","11.3%","24.2%","14.1%","9.7%","5.6%","","7.4%","6.2%","5.4%","7.0%","28.8%","26.6%","31.2%","","12.1%","2.8%","15.4%","20.3%","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","24.5%","22.1%","26.7%","93.0%","95.4%","47.2%","19.5%","20.0%","23.6%","27.0%","21.5%","20.2%","(X)","3.7%","34.4%","41.7%"
"Georgia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","10,238,369","","2,466,599","640,470","1,826,129","2,456,873","6,342,256","2,327,485","4,014,771","2,029,454","1,429,514","","4,936,995","5,301,374","","5,886,893","3,203,076","33,932","425,463","6,991","299,783","382,231","989,675","5,356,419","","6,869,909","809,239","1,872,198","1,944,122","2,244,350","","5,172,267","4,885,748","2,519,325","2,366,423","286,519","140,457","146,062","","8,054,615","3,664,478","1,697,716","2,692,421","","658,547","1,936,162","2,410,831","3,073,665","3,365,256","5,062,244","6,449,551","7,499,623","1,814,538","876,619","937,919","2,519","6,589","197,776","383,475","238,449","269,261","293,433","234,420","188,616","7,547","843,900","360,714","609,924"
"    Below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,461,572","","495,477","142,438","353,039","486,699","821,046","383,824","437,222","216,699","145,049","","637,626","823,946","","631,159","644,424","8,358","44,252","1,480","68,953","62,946","207,705","524,902","","779,112","208,654","276,983","197,175","96,300","","408,135","321,752","135,087","186,665","86,383","36,408","49,975","","1,011,497","114,982","295,743","600,772","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","458,858","197,789","261,069","2,488","6,014","98,199","73,182","48,077","61,893","81,351","48,966","38,688","(X)","30,029","142,711","286,118"
"    Percent below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","14.3%","","20.1%","22.2%","19.3%","19.8%","12.9%","16.5%","10.9%","10.7%","10.1%","","12.9%","15.5%","","10.7%","20.1%","24.6%","10.4%","21.2%","23.0%","16.5%","21.0%","9.8%","","11.3%","25.8%","14.8%","10.1%","4.3%","","7.9%","6.6%","5.4%","7.9%","30.1%","25.9%","34.2%","","12.6%","3.1%","17.4%","22.3%","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","25.3%","22.6%","27.8%","98.8%","91.3%","49.7%","19.1%","20.2%","23.0%","27.7%","20.9%","20.5%","(X)","3.6%","39.6%","46.9%"
"Hawaii","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,381,577","","295,576","85,645","209,931","293,770","829,164","301,007","528,157","346,719","256,837","","686,830","694,747","","327,752","24,187","3,253","525,927","143,692","18,290","338,476","147,443","292,758","","982,505","72,866","265,094","311,753","332,792","","701,981","670,353","343,372","326,981","31,628","16,733","14,895","","1,116,689","514,697","243,203","358,789","","63,613","165,273","206,044","272,560","299,492","502,741","703,134","883,676","245,878","123,619","122,259","568","1,173","18,275","50,672","34,173","32,373","38,963","37,512","32,169","7,668","109,276","54,135","82,467"
"    Below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","127,971","","34,575","11,146","23,429","32,902","72,100","30,593","41,507","29,680","21,296","","58,550","69,421","","31,226","2,027","691","31,495","30,115","1,246","31,171","17,859","26,607","","79,946","12,391","29,745","23,945","13,865","","33,838","27,021","12,064","14,957","6,817","3,690","3,127","","97,424","7,546","28,331","61,547","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","55,874","25,153","30,721","560","1,097","8,165","9,391","6,472","6,523","9,663","7,008","6,995","(X)","2,578","17,045","36,251"
"    Percent below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","9.3%","","11.7%","13.0%","11.2%","11.2%","8.7%","10.2%","7.9%","8.6%","8.3%","","8.5%","10.0%","","9.5%","8.4%","21.2%","6.0%","21.0%","6.8%","9.2%","12.1%","9.1%","","8.1%","17.0%","11.2%","7.7%","4.2%","","4.8%","4.0%","3.5%","4.6%","21.6%","22.1%","21.0%","","8.7%","1.5%","11.6%","17.2%","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","22.7%","20.3%","25.1%","98.6%","93.5%","44.7%","18.5%","18.9%","20.1%","24.8%","18.7%","21.7%","(X)","2.4%","31.5%","44.0%"
"Idaho","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,722,972","","438,474","112,788","325,686","436,285","1,010,963","379,853","631,110","379,153","273,535","","860,069","862,903","","1,524,300","10,699","21,983","23,979","3,062","65,276","73,673","218,345","1,403,992","","1,130,156","97,665","298,533","406,475","327,483","","850,582","815,205","444,164","371,041","35,377","19,532","15,845","","1,334,306","554,437","358,408","421,461","","86,488","282,109","369,259","500,012","555,729","893,459","1,162,620","1,345,284","308,378","154,788","153,590","435","1,690","47,512","58,514","32,670","37,447","50,022","42,227","37,861","7,026","124,511","78,866","105,001"
"    Below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","205,676","","63,003","19,822","43,181","60,968","121,078","64,568","56,510","31,835","21,595","","93,429","112,247","","169,641","2,600","5,651","3,685","1,059","12,559","10,481","41,385","146,139","","106,205","18,962","36,146","36,855","14,242","","65,885","56,450","25,911","30,539","9,435","5,090","4,345","","148,907","15,928","58,610","74,369","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","80,080","34,737","45,343","429","1,595","24,645","11,830","6,476","8,608","12,516","7,193","6,788","(X)","5,432","32,845","41,803"
"    Percent below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","11.9%","","14.4%","17.6%","13.3%","14.0%","12.0%","17.0%","9.0%","8.4%","7.9%","","10.9%","13.0%","","11.1%","24.3%","25.7%","15.4%","34.6%","19.2%","14.2%","19.0%","10.4%","","9.4%","19.4%","12.1%","9.1%","4.3%","","7.7%","6.9%","5.8%","8.2%","26.7%","26.1%","27.4%","","11.2%","2.9%","16.4%","17.6%","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","26.0%","22.4%","29.5%","98.6%","94.4%","51.9%","20.2%","19.8%","23.0%","25.0%","17.0%","17.9%","(X)","4.4%","41.6%","39.8%"
"Illinois","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","12,418,504","","2,813,715","742,571","2,071,144","2,802,857","7,679,025","2,801,601","4,877,424","2,709,490","1,925,764","","6,074,232","6,344,272","","8,685,940","1,718,507","32,916","696,025","5,005","750,740","529,371","2,154,084","7,574,051","","8,538,658","857,230","2,161,126","2,449,494","3,070,808","","6,595,833","6,204,343","3,236,787","2,967,556","391,490","209,623","181,867","","9,934,739","4,468,288","2,316,824","3,149,627","","688,742","1,948,609","2,407,940","3,095,502","3,394,289","5,299,540","6,973,728","8,358,231","2,447,321","1,188,092","1,259,229","3,230","7,014","255,268","541,550","295,389","309,239","387,568","322,653","325,410","7,629","1,097,738","504,842","844,741"
"    Below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,488,670","","454,654","130,683","323,971","444,689","864,994","409,662","455,332","248,346","169,022","","654,596","834,074","","789,411","432,416","4,454","72,066","579","118,263","71,481","313,448","631,682","","825,261","186,555","278,643","229,946","130,117","","454,789","338,394","140,070","198,324","116,395","55,965","60,430","","1,080,551","98,950","338,709","642,892","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","561,936","247,822","314,114","3,205","6,599","124,480","89,054","55,890","69,600","101,214","57,746","54,148","(X)","33,119","178,766","350,051"
"    Percent below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","12.0%","","16.2%","17.6%","15.6%","15.9%","11.3%","14.6%","9.3%","9.2%","8.8%","","10.8%","13.1%","","9.1%","25.2%","13.5%","10.4%","11.6%","15.8%","13.5%","14.6%","8.3%","","9.7%","21.8%","12.9%","9.4%","4.2%","","6.9%","5.5%","4.3%","6.7%","29.7%","26.7%","33.2%","","10.9%","2.2%","14.6%","20.4%","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","23.0%","20.9%","24.9%","99.2%","94.1%","48.8%","16.4%","18.9%","22.5%","26.1%","17.9%","16.6%","(X)","3.0%","35.4%","41.4%"
"Indiana","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","6,491,632","","1,535,005","408,233","1,126,772","1,527,009","3,941,816","1,435,300","2,506,516","1,433,063","1,014,811","","3,185,663","3,305,969","","5,352,688","603,768","13,242","150,592","2,099","153,730","215,513","463,099","5,103,373","","4,379,603","455,587","1,440,637","1,277,818","1,205,561","","3,345,981","3,188,372","1,675,085","1,513,287","157,609","84,689","72,920","","5,134,748","2,282,872","1,215,213","1,636,663","","391,036","1,111,179","1,394,778","1,810,196","1,983,703","3,166,968","4,172,329","4,916,864","1,302,662","636,856","665,806","2,078","5,592","181,772","247,163","141,487","172,029","217,888","170,162","164,491","7,507","556,483","290,652","455,527"
"    Below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","838,149","","269,559","81,056","188,503","261,939","493,101","244,506","248,595","115,961","75,489","","372,593","465,556","","572,175","162,507","2,415","24,620","248","34,115","42,069","93,556","524,724","","437,865","107,247","169,485","112,552","48,581","","246,837","198,681","82,361","116,320","48,156","23,184","24,972","","595,340","56,497","210,052","328,791","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","325,123","144,744","180,379","2,069","5,338","89,354","49,129","31,216","42,754","54,443","26,692","24,128","(X)","19,143","119,283","186,697"
"    Percent below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","12.9%","","17.6%","19.9%","16.7%","17.2%","12.5%","17.0%","9.9%","8.1%","7.4%","","11.7%","14.1%","","10.7%","26.9%","18.2%","16.3%","11.8%","22.2%","19.5%","20.2%","10.3%","","10.0%","23.5%","11.8%","8.8%","4.0%","","7.4%","6.2%","4.9%","7.7%","30.6%","27.4%","34.2%","","11.6%","2.5%","17.3%","20.1%","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","25.0%","22.7%","27.1%","99.6%","95.5%","49.2%","19.9%","22.1%","24.9%","25.0%","15.7%","14.7%","(X)","3.4%","41.0%","41.0%"
"Iowa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,051,284","","714,639","192,133","522,506","711,212","1,821,669","660,390","1,161,279","717,264","514,976","","1,511,924","1,539,360","","2,722,314","109,074","10,027","77,298","3,837","38,875","89,859","188,718","2,597,756","","2,067,681","151,642","628,290","674,228","613,521","","1,653,183","1,589,767","837,057","752,710","63,416","34,357","29,059","","2,418,519","1,148,180","592,295","678,044","","153,914","459,247","579,745","759,424","845,502","1,377,794","1,859,458","2,228,937","664,336","333,778","330,558","864","2,494","114,254","124,518","66,356","79,717","101,019","82,072","93,042","7,108","288,824","163,766","211,746"
"    Below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","339,090","","95,105","29,730","65,375","91,802","207,738","113,058","94,680","52,549","36,247","","150,447","188,643","","265,467","33,568","2,273","11,045","1,250","7,261","18,226","36,414","241,397","","176,079","32,242","66,591","54,374","22,872","","116,133","96,986","40,121","56,865","19,147","9,319","9,828","","252,923","25,088","102,659","125,176","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","156,354","69,505","86,849","864","2,407","53,511","22,372","12,091","17,145","21,918","11,903","14,143","(X)","10,135","68,126","78,093"
"    Percent below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","11.1%","","13.3%","15.5%","12.5%","12.9%","11.4%","17.1%","8.2%","7.3%","7.0%","","10.0%","12.3%","","9.8%","30.8%","22.7%","14.3%","32.6%","18.7%","20.3%","19.3%","9.3%","","8.5%","21.3%","10.6%","8.1%","3.7%","","7.0%","6.1%","4.8%","7.6%","30.2%","27.1%","33.8%","","10.5%","2.2%","17.3%","18.5%","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","23.5%","20.8%","26.3%","100.0%","96.5%","46.8%","18.0%","18.2%","21.5%","21.7%","14.5%","15.2%","(X)","3.5%","41.6%","36.9%"
"Kansas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,828,498","","693,728","185,571","508,157","690,262","1,692,318","635,785","1,056,533","624,090","442,452","","1,402,272","1,426,226","","2,352,091","154,936","20,748","85,351","2,232","77,823","135,317","343,195","2,136,019","","1,874,008","157,906","476,859","594,962","644,281","","1,491,423","1,432,261","756,234","676,027","59,162","32,770","26,392","","2,213,123","1,051,814","522,431","638,878","","142,676","441,486","559,965","740,352","818,555","1,321,415","1,752,390","2,074,573","560,178","279,076","281,102","755","2,549","95,379","105,676","57,340","63,044","89,543","70,578","75,314","7,127","247,813","129,777","182,588"
"    Below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","323,644","","96,696","29,224","67,472","93,562","192,813","106,601","86,212","49,978","34,135","","142,224","181,420","","230,434","37,044","3,940","12,547","205","15,824","23,650","62,289","194,041","","163,668","34,525","56,377","50,716","22,050","","109,919","92,819","40,025","52,794","17,100","8,395","8,705","","236,256","29,154","88,842","118,260","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","136,172","60,535","75,637","748","2,362","45,980","19,421","10,480","13,411","20,326","11,240","12,204","(X)","11,590","54,803","69,779"
"    Percent below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","11.4%","","13.9%","15.7%","13.3%","13.6%","11.4%","16.8%","8.2%","8.0%","7.7%","","10.1%","12.7%","","9.8%","23.9%","19.0%","14.7%","9.2%","20.3%","17.5%","18.1%","9.1%","","8.7%","21.9%","11.8%","8.5%","3.4%","","7.4%","6.5%","5.3%","7.8%","28.9%","25.6%","33.0%","","10.7%","2.8%","17.0%","18.5%","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","24.3%","21.7%","26.9%","99.1%","92.7%","48.2%","18.4%","18.3%","21.3%","22.7%","15.9%","16.2%","(X)","4.7%","42.2%","38.2%"
"Kentucky","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","4,322,881","","983,940","266,396","717,544","977,790","2,631,679","935,053","1,696,626","993,691","707,262","","2,116,298","2,206,583","","3,738,008","341,810","7,875","66,731","2,916","46,092","119,449","161,726","3,644,775","","2,969,865","371,057","964,155","879,301","755,352","","2,085,783","1,974,737","1,031,085","943,652","111,046","60,233","50,813","","3,450,232","1,430,987","752,945","1,266,300","","318,888","930,656","1,131,754","1,415,886","1,539,596","2,300,478","2,932,205","3,375,595","854,680","412,908","441,772","1,839","3,749","105,681","149,569","92,931","114,662","150,519","123,279","112,451","6,922","326,684","176,212","351,784"
"    Below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","717,895","","218,023","65,262","152,761","212,304","421,831","185,459","236,372","117,330","78,041","","316,903","400,992","","574,272","90,861","2,073","9,761","541","12,927","27,460","39,467","553,027","","407,935","121,099","153,385","100,424","33,027","","183,048","144,038","60,923","83,115","39,010","18,794","20,216","","520,449","43,465","147,148","329,836","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","255,218","110,315","144,903","1,822","3,581","53,058","34,444","26,682","35,034","49,246","27,513","23,838","(X)","13,962","73,777","167,479"
"    Percent below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","16.6%","","22.2%","24.5%","21.3%","21.7%","16.0%","19.8%","13.9%","11.8%","11.0%","","15.0%","18.2%","","15.4%","26.6%","26.3%","14.6%","18.6%","28.0%","23.0%","24.4%","15.2%","","13.7%","32.6%","15.9%","11.4%","4.4%","","8.8%","7.3%","5.9%","8.8%","35.1%","31.2%","39.8%","","15.1%","3.0%","19.5%","26.0%","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","29.9%","26.7%","32.8%","99.1%","95.5%","50.2%","23.0%","28.7%","30.6%","32.7%","22.3%","21.2%","(X)","4.3%","41.9%","47.6%"
"Louisiana","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","4,532,187","","1,081,097","299,878","781,219","1,077,758","2,752,264","1,036,084","1,716,180","991,864","698,826","","2,186,940","2,345,247","","2,795,046","1,439,681","25,329","79,453","1,713","69,519","121,446","233,665","2,663,573","","3,060,391","416,601","1,011,493","856,937","775,360","","2,154,285","2,013,468","1,032,243","981,225","140,817","76,499","64,318","","3,570,857","1,488,821","740,895","1,341,141","","379,136","1,079,536","1,293,988","1,591,126","1,729,779","2,445,665","3,033,100","3,476,869","881,546","422,299","459,247","803","2,210","89,990","171,004","107,055","117,536","153,420","130,710","108,818","7,177","349,038","178,662","353,846"
"    Below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","845,230","","284,760","87,630","197,130","281,769","477,610","223,863","253,747","127,903","82,860","","365,843","479,387","","342,297","439,690","5,411","9,837","164","21,049","26,782","54,826","314,527","","456,798","134,731","176,498","105,341","40,228","","225,661","172,308","63,670","108,638","53,353","25,810","27,543","","587,626","65,254","152,321","370,051","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","265,241","112,031","153,210","803","2,120","51,455","42,137","28,347","36,465","54,204","26,895","22,815","(X)","19,315","72,921","173,005"
"    Percent below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","18.6%","","26.3%","29.2%","25.2%","26.1%","17.4%","21.6%","14.8%","12.9%","11.9%","","16.7%","20.4%","","12.2%","30.5%","21.4%","12.4%","9.6%","30.3%","22.1%","23.5%","11.8%","","14.9%","32.3%","17.4%","12.3%","5.2%","","10.5%","8.6%","6.2%","11.1%","37.9%","33.7%","42.8%","","16.5%","4.4%","20.6%","27.6%","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","30.1%","26.5%","33.4%","100.0%","95.9%","57.2%","24.6%","26.5%","31.0%","35.3%","20.6%","21.0%","(X)","5.5%","40.8%","48.9%"
"Maine","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,304,038","","243,504","62,130","181,374","241,764","791,826","249,771","542,055","372,291","268,708","","637,429","666,609","","1,224,631","17,014","8,663","14,013","190","4,658","34,869","21,832","1,211,491","","969,749","63,838","301,595","286,742","317,574","","695,718","667,885","339,821","328,064","27,833","16,343","11,490","","1,090,779","457,656","280,467","352,656","","56,069","197,483","250,932","332,566","367,114","589,616","792,878","949,963","316,038","149,792","166,246","437","1,240","30,076","56,321","31,345","41,782","61,129","49,172","44,536","6,261","123,154","75,799","117,085"
"    Below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","144,384","","34,067","9,587","24,480","32,382","87,428","37,004","50,424","32,588","22,889","","64,177","80,207","","127,585","5,297","2,423","1,823","64","653","6,539","3,688","125,403","","93,227","15,267","40,226","24,683","13,051","","41,535","34,163","14,481","19,682","7,372","3,987","3,385","","114,218","7,731","37,969","68,518","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","73,839","31,766","42,073","435","1,204","12,995","10,861","6,323","9,898","14,988","8,441","8,694","(X)","3,565","23,702","46,572"
"    Percent below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","11.1%","","14.0%","15.4%","13.5%","13.4%","11.0%","14.8%","9.3%","8.8%","8.5%","","10.1%","12.0%","","10.4%","31.1%","28.0%","13.0%","33.7%","14.0%","18.8%","16.9%","10.4%","","9.6%","23.9%","13.3%","8.6%","4.1%","","6.0%","5.1%","4.3%","6.0%","26.5%","24.4%","29.5%","","10.5%","1.7%","13.5%","19.4%","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","23.4%","21.2%","25.3%","99.5%","97.1%","43.2%","19.3%","20.2%","23.7%","24.5%","17.2%","19.5%","(X)","2.9%","31.3%","39.8%"
"Maryland","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
